#Year, Host_Country, Match_ID, Type, Date, Location, Team 1,Team 2, Score 1,Score 2
1990,Italy,349,Group B,1990-06-18,Stadio San Nicola,Cameroon,Soviet Union,0,4
1990,Italy,350,Group C,1990-06-10,Stadio Delle Alpi,Brazil,Sweden,2,1
1990,Italy,351,Group C,1990-06-11,Stadio Luigi Ferraris,Costa Rica,Scotland,1,0
1990,Italy,352,Group C,1990-06-16,Stadio Delle Alpi,Brazil,Costa Rica,1,0
1990,Italy,353,Group C,1990-06-16,Stadio Luigi Ferraris,Sweden,Scotland,1,2
1990,Italy,354,Group C,1990-06-20,Stadio Delle Alpi,Brazil,Scotland,1,0
1990,Italy,355,Group C,1990-06-20,Stadio Luigi Ferraris,Sweden,Costa Rica,1,2
1990,Italy,356,Group D,1990-06-09,Stadio Renato Dall'Ara,United Arab Emirates,Colombia,0,2
1990,Italy,357,Group D,1990-06-10,San Siro,West Germany,Yugoslavia,4,1
1990,Italy,358,Group D,1990-06-14,Stadio Renato Dall'Ara,Yugoslavia,Colombia,1,0
1990,Italy,359,Group D,1990-06-15,San Siro,West Germany,United Arab Emirates,5,1
1990,Italy,360,Group D,1990-06-19,San Siro,West Germany,Colombia,1,1
1990,Italy,361,Group D,1990-06-19,Stadio Renato Dall'Ara,Yugoslavia,United Arab Emirates,4,1
1990,Italy,362,Group E,1990-06-12,Stadio Marc'Antonio Bentegodi,Belgium,South Korea,2,0
1990,Italy,363,Group E,1990-06-13,Stadio Friuli,Uruguay,Spain,0,0
1990,Italy,364,Group E,1990-06-17,Stadio Marc'Antonio Bentegodi,Belgium,Uruguay,3,1
1990,Italy,365,Group E,1990-06-17,Stadio Friuli,South Korea,Spain,1,3
1990,Italy,366,Group E,1990-06-21,Stadio Marc'Antonio Bentegodi,Belgium,Spain,1,2
1990,Italy,367,Group E,1990-06-21,Stadio Friuli,South Korea,Uruguay,0,1
1990,Italy,368,Group F,1990-06-11,Stadio Sant'Elia,England,Ireland,1,1
1990,Italy,369,Group F,1990-06-12,Stadio La Favorita,Netherlands,Egypt,1,1
1990,Italy,370,Group F,1990-06-16,Stadio Sant'Elia,England,Netherlands,0,0
1990,Italy,371,Group F,1990-06-17,Stadio La Favorita,Ireland,Egypt,0,0
1990,Italy,372,Group F,1990-06-21,Stadio Sant'Elia,England,Egypt,1,0
1990,Italy,373,Group F,1990-06-21,Stadio La Favorita,Ireland,Netherlands,1,1
1990,Italy,374,Round of 16,1990-06-23,Stadio San Paolo,Cameroon,Colombia,2,1
1990,Italy,375,Round of 16,1990-06-23,Stadio San Nicola,Czechoslovakia,Costa Rica,4,1
1990,Italy,376,Round of 16,1990-06-24,Stadio Delle Alpi,Brazil,Argentina,0,1
1990,Italy,377,Round of 16,1990-06-24,San Siro,West Germany,Netherlands,2,1
1990,Italy,378,Round of 16,1990-06-25,Stadio Luigi Ferraris,Ireland,Romania,5,4
1990,Italy,379,Round of 16,1990-06-25,Stadio Olimpico,Italy,Uruguay,2,0
1990,Italy,380,Round of 16,1990-06-26,Stadio Marc'Antonio Bentegodi,Spain,Yugoslavia,1,2
1990,Italy,381,Round of 16,1990-06-26,Stadio Renato Dall'Ara,England,Belgium,1,0
1990,Italy,382,Quarter-finals,1990-06-30,Stadio Artemio Franchi,Yugoslavia,Argentina,2,3
1990,Italy,383,Quarter-finals,1990-06-30,Stadio Olimpico,Italy,Ireland,1,0
1990,Italy,384,Quarter-finals,1990-07-01,San Siro,West Germany,Czechoslovakia,1,0
1990,Italy,385,Quarter-finals,1990-07-01,Stadio San Paolo,England,Cameroon,3,2
1990,Italy,386,Semi-finals,1990-07-03,Stadio San Paolo,Italy,Argentina,3,4
1990,Italy,387,Semi-finals,1990-07-04,Stadio delle Alpi,West Germany,England,4,3
1990,Italy,388,Match for third place,1990-07-07,Stadio San Nicola,Italy,England,2,1
1990,Italy,389,Final,1990-07-08,Stadio Olimpico,West Germany,Argentina,1,0
1994,United States,390,Group A,1994-06-18,Pontiac Silverdome,United States,Switzerland,1,1
1994,United States,391,Group A,1994-06-18,Rose Bowl,Colombia,Romania,1,3
1994,United States,392,Group A,1994-06-22,Pontiac Silverdome,Romania,Switzerland,1,4
1994,United States,393,Group A,1994-06-22,Rose Bowl,United States,Colombia,2,1
1994,United States,394,Group A,1994-06-26,Rose Bowl,United States,Romania,0,1
1994,United States,395,Group A,1994-06-26,Stanford Stadium,Switzerland,Colombia,0,2
1994,United States,396,Group B,1994-06-19,Rose Bowl,Cameroon,Sweden,2,2
1994,United States,397,Group B,1994-06-20,Stanford Stadium,Brazil,Russia,2,0
1994,United States,398,Group B,1994-06-24,Stanford Stadium,Brazil,Cameroon,3,0
1994,United States,399,Group B,1994-06-24,Pontiac Silverdome,Sweden,Russia,3,1
1994,United States,400,Group B,1994-06-28,Stanford Stadium,Russia,Cameroon,6,1
1994,United States,401,Group B,1994-06-28,Pontiac Silverdome,Brazil,Sweden,1,1
1994,United States,402,Group C,1994-06-17,Soldier Field,Germany,Bolivia,1,0
1994,United States,403,Group C,1994-06-17,Cotton Bowl,Spain,South Korea,2,2
1994,United States,404,Group C,1994-06-21,Soldier Field,Germany,Spain,1,1
1994,United States,405,Group C,1994-06-23,Foxboro Stadium,South Korea,Bolivia,0,0
1994,United States,406,Group C,1994-06-27,Soldier Field,Bolivia,Spain,1,3
1994,United States,407,Group C,1994-06-27,Cotton Bowl,Germany,South Korea,3,2
1994,United States,408,Group D,1994-06-21,Foxboro Stadium,Argentina,Greece,4,0
1994,United States,409,Group D,1994-06-21,Cotton Bowl,Nigeria,Bulgaria,3,0
1994,United States,410,Group D,1994-06-25,Foxboro Stadium,Argentina,Nigeria,2,1
1994,United States,411,Group D,1994-06-26,Soldier Field,Greece,Bulgaria,0,4
1994,United States,412,Group D,1994-06-30,Foxboro Stadium,Greece,Nigeria,0,2
1994,United States,413,Group D,1994-06-30,Cotton Bowl,Argentina,Bulgaria,0,2
1994,United States,414,Group E,1994-06-18,Giants Stadium,Italy,Ireland,0,1
1994,United States,415,Group E,1994-06-19,RFK Stadium,Norway,Mexico,1,0
1994,United States,416,Group E,1994-06-23,Giants Stadium,Italy,Norway,1,0
1994,United States,417,Group E,1994-06-24,Citrus Bowl,Mexico,Ireland,2,1
1994,United States,418,Group E,1994-06-28,Giants Stadium,Ireland,Norway,0,0
1994,United States,419,Group E,1994-06-28,RFK Stadium,Italy,Mexico,1,1
1994,United States,420,Group F,1994-06-19,Citrus Bowl,Belgium,Morocco,1,0
1994,United States,421,Group F,1994-06-20,RFK Stadium,Netherlands,Saudi Arabia,2,1
1994,United States,422,Group F,1994-06-25,Citrus Bowl,Belgium,Netherlands,1,0
1994,United States,423,Group F,1994-06-25,Giants Stadium,Saudi Arabia,Morocco,2,1
1994,United States,424,Group F,1994-06-29,Citrus Bowl,Morocco,Netherlands,1,2
1994,United States,425,Group F,1994-06-29,RFK Stadium,Belgium,Saudi Arabia,0,1
1994,United States,426,Round of 16,1994-07-02,Soldier Field,Germany,Belgium,3,2
1994,United States,427,Round of 16,1994-07-02,RFK Stadium,Spain,Switzerland,3,0
1994,United States,428,Round of 16,1994-07-03,Cotton Bowl,Saudi Arabia,Sweden,1,3
1994,United States,429,Round of 16,1994-07-03,Rose Bowl,Romania,Argentina,3,2
1994,United States,430,Round of 16,1994-07-04,Citrus Bowl,Netherlands,Ireland,2,0
1994,United States,431,Round of 16,1994-07-04,Stanford Stadium,Brazil,United States,1,0
1994,United States,432,Round of 16,1994-07-05,Foxboro Stadium,Nigeria,Italy,1,2
1994,United States,433,Round of 16,1994-07-05,Giants Stadium,Mexico,Bulgaria,1,3
1994,United States,434,Quarter-finals,1994-07-09,Foxboro Stadium,Italy,Spain,2,1
1994,United States,435,Quarter-finals,1994-07-09,Cotton Bowl,Netherlands,Brazil,2,3
1994,United States,436,Quarter-finals,1994-07-10,Giants Stadium,Bulgaria,Germany,2,1
1994,United States,437,Quarter-finals,1994-07-10,Stanford Stadium,Romania,Sweden,4,5
1994,United States,438,Semi-finals,1994-07-13,Giants Stadium,Bulgaria,Italy,1,2
1994,United States,439,Semi-finals,1994-07-13,Rose Bowl,Sweden,Brazil,0,1
1994,United States,440,Match for third place,1994-07-16,Rose Bowl,Sweden,Bulgaria,4,0
1994,United States,441,Final,1994-07-17,Rose Bowl,Brazil,Italy,3,2
1998,France,442,Group A,1998-06-10,Stade de France,Brazil,Scotland,2,1
1998,France,443,Group A,1998-06-10,Stade de la Mosson,Morocco,Norway,2,2
1998,France,444,Group A,1998-06-16,Parc Lescure,Scotland,Norway,1,1
1998,France,445,Group A,1998-06-16,Stade de la Beaujoire,Brazil,Morocco,3,0
1998,France,446,Group A,1998-06-23,Stade Geoffroy-Guichard,Scotland,Morocco,0,3
1998,France,447,Group A,1998-06-23,Stade Vélodrome,Brazil,Norway,1,2
1998,France,448,Group B,1998-06-11,Stade de Toulouse,Cameroon,Austria,1,1
1998,France,449,Group B,1998-06-11,Parc Lescure,Italy,Chile,2,2
1998,France,450,Group B,1998-06-17,Stade Geoffroy-Guichard,Chile,Austria,1,1
1998,France,451,Group B,1998-06-17,Stade de la Mosson,Italy,Cameroon,3,0
1998,France,452,Group B,1998-06-23,Stade de France,Italy,Austria,2,1
1998,France,453,Group B,1998-06-23,Stade de la Beaujoire,Chile,Cameroon,1,1
1998,France,454,Group C,1998-06-12,Stade Félix Bollaert,Saudi Arabia,Denmark,0,1
1998,France,455,Group C,1998-06-12,Stade Vélodrome,France,South Africa,3,0
1998,France,456,Group C,1998-06-18,Stade de France,France,Saudi Arabia,4,0
1998,France,457,Group C,1998-06-18,Stade de Toulouse,South Africa,Denmark,1,1
1998,France,458,Group C,1998-06-24,Stade Gerland,France,Denmark,2,1
1998,France,459,Group C,1998-06-24,Parc Lescure,South Africa,Saudi Arabia,2,2
1998,France,460,Group D,1998-06-12,Stade de la Mosson,Paraguay,Bulgaria,0,0
1998,France,461,Group D,1998-06-13,Stade de la Beaujoire,Spain,Nigeria,2,3
1998,France,462,Group D,1998-06-19,Parc des Princes,Nigeria,Bulgaria,1,0
1998,France,463,Group D,1998-06-19,Stade Geoffroy-Guichard,Spain,Paraguay,0,0
1998,France,464,Group D,1998-06-24,Stade Félix Bollaert,Spain,Bulgaria,6,1
1998,France,465,Group D,1998-06-24,Stade de Toulouse,Nigeria,Paraguay,1,3
1998,France,466,Group E,1998-06-13,Stade de France,Netherlands,Belgium,0,0
1998,France,467,Group E,1998-06-13,Stade Gerland,South Korea,Mexico,1,3
1998,France,468,Group E,1998-06-20,Stade Vélodrome,Netherlands,South Korea,5,0
1998,France,469,Group E,1998-06-20,Parc Lescure,Belgium,Mexico,2,2
1998,France,470,Group E,1998-06-25,Parc des Princes,Belgium,South Korea,1,1
1998,France,471,Group E,1998-06-25,Stade Geoffroy-Guichard,Netherlands,Mexico,2,2
1998,France,472,Group F,1998-06-14,Stade Geoffroy-Guichard,Yugoslavia,Iran,1,0
1998,France,473,Group F,1998-06-15,Parc des Princes,Germany,United States,2,0
1998,France,474,Group F,1998-06-21,Stade Félix Bollaert,Germany,Yugoslavia,2,2
1998,France,475,Group F,1998-06-21,Stade Gerland,United States,Iran,1,2
1998,France,476,Group F,1998-06-25,Stade de la Mosson,Germany,Iran,2,0
1998,France,477,Group F,1998-06-25,Stade de la Beaujoire,United States,Yugoslavia,0,1
1998,France,478,Group G,1998-06-15,Stade Gerland,Romania,Colombia,1,0
1998,France,479,Group G,1998-06-15,Stade Vélodrome,England,Tunisia,2,0
1998,France,480,Group G,1998-06-22,Stade de la Mosson,Colombia,Tunisia,1,0
1998,France,481,Group G,1998-06-22,Stade de Toulouse,Romania,England,2,1
1998,France,482,Group G,1998-06-26,Stade de France,Romania,Tunisia,1,1
1998,France,483,Group G,1998-06-26,Stade Félix Bollaert,Colombia,England,0,2
1998,France,484,Group H,1998-06-14,Stade Félix Bollaert,Jamaica,Croatia,1,3
1998,France,485,Group H,1998-06-14,Stade de Toulouse,Argentina,Japan,1,0
1998,France,486,Group H,1998-06-20,Stade de la Beaujoire,Japan,Croatia,0,1
1998,France,487,Group H,1998-06-21,Parc des Princes,Argentina,Jamaica,5,0
1998,France,488,Group H,1998-06-26,Stade Gerland,Japan,Jamaica,1,2
1998,France,489,Group H,1998-06-26,Parc Lescure,Argentina,Croatia,1,0
1998,France,490,Round of 16,1998-06-27,Parc des Princes,Brazil,Chile,4,1
1998,France,491,Round of 16,1998-06-27,Stade Vélodrome,Italy,Norway,1,0
1998,France,492,Round of 16,1998-06-28,Stade de France,Nigeria,Denmark,1,4
1998,France,493,Round of 16,1998-06-28,Stade Félix Bollaert,France,Paraguay,1,0
1998,France,494,Round of 16,1998-06-29,Stade de la Mosson,Germany,Mexico,2,1
1998,France,495,Round of 16,1998-06-29,Stade de Toulouse,Netherlands,Yugoslavia,2,1
1998,France,496,Round of 16,1998-06-30,Stade Geoffroy-Guichard,Argentina,England,4,3
1998,France,497,Round of 16,1998-06-30,Parc Lescure,Romania,Croatia,0,1
1998,France,498,Quarter-finals,1998-07-03,Stade de France,Italy,France,3,4
1998,France,499,Quarter-finals,1998-07-03,Stade de la Beaujoire,Brazil,Denmark,3,2
1998,France,500,Quarter-finals,1998-07-04,Stade Gerland,Germany,Croatia,0,3
1998,France,501,Quarter-finals,1998-07-04,Stade Vélodrome,Netherlands,Argentina,2,1
1998,France,502,Semi-finals,1998-07-07,Stade Vélodrome,Brazil,Netherlands,4,2
1998,France,503,Semi-finals,1998-07-08,Stade de France,France,Croatia,2,1
1998,France,504,Match for third place,1998-07-11,Parc des Princes,Netherlands,Croatia,1,2
1998,France,505,Final,1998-07-12,Stade de France,Brazil,France,0,3
2002,South Korea/Japan,506,Group A,2002-05-31,Seoul World Cup Stadium,France,Senegal,0,1
2002,South Korea/Japan,507,Group A,2002-06-01,Munsu Cup Stadium,Uruguay,Denmark,1,2
2002,South Korea/Japan,508,Group A,2002-06-06,Asiad Main Stadium,France,Uruguay,0,0
2002,South Korea/Japan,509,Group A,2002-06-06,Daegu World Cup Stadium,Denmark,Senegal,1,1
2002,South Korea/Japan,510,Group A,2002-06-11,Incheon Munhak Stadium,Denmark,France,2,0
2002,South Korea/Japan,511,Group A,2002-06-11,Suwon World Cup Stadium,Senegal,Uruguay,3,3
2002,South Korea/Japan,512,Group B,2002-06-02,Asiad Main Stadium,Paraguay,South Africa,2,2
2002,South Korea/Japan,513,Group B,2002-06-02,Gwangju World Cup Stadium,Spain,Slovenia,3,1
2002,South Korea/Japan,514,Group B,2002-06-07,Jeonju World Cup Stadium,Spain,Paraguay,3,1
2002,South Korea/Japan,515,Group B,2002-06-08,Daegu World Cup Stadium,South Africa,Slovenia,1,0
2002,South Korea/Japan,516,Group B,2002-06-12,Daejeon World Cup Stadium,South Africa,Spain,2,3
2002,South Korea/Japan,517,Group B,2002-06-12,Jeju World Cup Stadium,Slovenia,Paraguay,1,3
2002,South Korea/Japan,518,Group C,2002-06-03,Munsu Cup Stadium,Brazil,Turkey,2,1
2002,South Korea/Japan,519,Group C,2002-06-04,Gwangju World Cup Stadium,China,Costa Rica,0,2
2002,South Korea/Japan,520,Group C,2002-06-08,Jeju World Cup Stadium,Brazil,China,4,0
2002,South Korea/Japan,521,Group C,2002-06-09,Incheon Munhak Stadium,Costa Rica,Turkey,1,1
2002,South Korea/Japan,522,Group C,2002-06-13,Suwon World Cup Stadium,Costa Rica,Brazil,2,5
2002,South Korea/Japan,523,Group C,2002-06-13,Seoul World Cup Stadium,Turkey,China,3,0
2002,South Korea/Japan,524,Group D,2002-06-04,Asiad Main Stadium,South Korea,Poland,2,0
2002,South Korea/Japan,525,Group D,2002-06-05,Suwon World Cup Stadium,United States,Portugal,3,2
2002,South Korea/Japan,526,Group D,2002-06-10,Daegu World Cup Stadium,South Korea,United States,1,1
2002,South Korea/Japan,527,Group D,2002-06-10,Jeonju World Cup Stadium,Portugal,Poland,4,0
2002,South Korea/Japan,528,Group D,2002-06-14,Incheon Munhak Stadium,Portugal,South Korea,0,1
2002,South Korea/Japan,529,Group D,2002-06-14,Daejeon World Cup Stadium,Poland,United States,3,1
2002,South Korea/Japan,530,Group E,2002-06-01,Niigata Stadium,Ireland,Cameroon,1,1
2002,South Korea/Japan,531,Group E,2002-06-01,Sapporo Dome,Germany,Saudi Arabia,8,0
2002,South Korea/Japan,532,Group E,2002-06-05,Kashima Soccer Stadium,Germany,Ireland,1,1
2002,South Korea/Japan,533,Group E,2002-06-06,Saitama Stadium,Cameroon,Saudi Arabia,1,0
2002,South Korea/Japan,534,Group E,2002-06-11,Shizuoka Stadium,Cameroon,Germany,0,2
2002,South Korea/Japan,535,Group E,2002-06-11,International Stadium Yokohama,Saudi Arabia,Ireland,0,3
2002,South Korea/Japan,536,Group F,2002-06-02,Saitama Stadium,England,Sweden,1,1
2002,South Korea/Japan,537,Group F,2002-06-02,Kashima Soccer Stadium,Argentina,Nigeria,1,0
2002,South Korea/Japan,538,Group F,2002-06-07,Kobe Wing Stadium,Sweden,Nigeria,2,1
2002,South Korea/Japan,539,Group F,2002-06-07,Sapporo Dome,Argentina,England,0,1
2002,South Korea/Japan,540,Group F,2002-06-12,Miyagi Stadium,Sweden,Argentina,1,1
2002,South Korea/Japan,541,Group F,2002-06-12,Nagai Stadium,Nigeria,England,0,0
2002,South Korea/Japan,542,Group G,2002-06-03,Niigata Stadium,Croatia,Mexico,0,1
2002,South Korea/Japan,543,Group G,2002-06-03,Sapporo Dome,Italy,Ecuador,2,0
2002,South Korea/Japan,544,Group G,2002-06-08,Kashima Soccer Stadium,Italy,Croatia,1,2
2002,South Korea/Japan,545,Group G,2002-06-09,Miyagi Stadium,Mexico,Ecuador,2,1
2002,South Korea/Japan,546,Group G,2002-06-13,Ōita Stadium,Mexico,Italy,1,1
2002,South Korea/Japan,547,Group G,2002-06-13,International Stadium Yokohama,Ecuador,Croatia,1,0
2002,South Korea/Japan,548,Group H,2002-06-04,Saitama Stadium,Japan,Belgium,2,2
2002,South Korea/Japan,549,Group H,2002-06-05,Kobe Wing Stadium,Russia,Tunisia,2,0
2002,South Korea/Japan,550,Group H,2002-06-09,International Stadium Yokohama,Japan,Russia,1,0
2002,South Korea/Japan,551,Group H,2002-06-10,Ōita Stadium,Tunisia,Belgium,1,1
2002,South Korea/Japan,552,Group H,2002-06-14,Nagai Stadium,Tunisia,Japan,0,2
2002,South Korea/Japan,553,Group H,2002-06-14,Shizuoka Stadium,Belgium,Russia,3,2
2002,South Korea/Japan,554,Round of 16,2002-06-15,Jeju World Cup Stadium,Germany,Paraguay,1,0
2002,South Korea/Japan,555,Round of 16,2002-06-15,Niigata Stadium,Denmark,England,0,3
2002,South Korea/Japan,556,Round of 16,2002-06-16,Ōita Stadium,Sweden,Senegal,1,2
2002,South Korea/Japan,557,Round of 16,2002-06-16,Suwon World Cup Stadium,Spain,Ireland,3,2
2002,South Korea/Japan,558,Round of 16,2002-06-17,Jeonju World Cup Stadium,Mexico,United States,0,2
2002,South Korea/Japan,559,Round of 16,2002-06-17,Kobe Wing Stadium,Brazil,Belgium,2,0
2002,South Korea/Japan,560,Round of 16,2002-06-18,Miyagi Stadium,Japan,Turkey,0,1
2002,South Korea/Japan,561,Round of 16,2002-06-18,Daejeon World Cup Stadium,South Korea,Italy,2,1
2002,South Korea/Japan,562,Quarter-finals,2002-06-21,Shizuoka Stadium,England,Brazil,1,2
2002,South Korea/Japan,563,Quarter-finals,2002-06-21,Munsu Cup Stadium,Germany,United States,1,0
2002,South Korea/Japan,564,Quarter-finals,2002-06-22,Gwangju World Cup Stadium,Spain,South Korea,3,5
2002,South Korea/Japan,565,Quarter-finals,2002-06-22,Nagai Stadium,Senegal,Turkey,0,1
2002,South Korea/Japan,566,Semi-finals,2002-06-25,Seoul World Cup Stadium,Germany,South Korea,1,0
2002,South Korea/Japan,567,Semi-finals,2002-06-26,Saitama Stadium,Brazil,Turkey,1,0
2002,South Korea/Japan,568,Match for third place,2002-06-29,Daegu World Cup Stadium,South Korea,Turkey,2,3
2002,South Korea/Japan,569,Final,2002-06-30,International Stadium Yokohama,Germany,Brazil,0,2
2006,Germany,570,Group A,2006-06-09,Allianz Arena,Germany,Costa Rica,4,2
2006,Germany,571,Group A,2006-06-09,Veltins-Arena,Poland,Ecuador,0,2
2006,Germany,572,Group A,2006-06-14,Signal Iduna Park,Germany,Poland,1,0
2006,Germany,573,Group A,2006-06-15,AOL Arena,Ecuador,Costa Rica,3,0
2006,Germany,574,Group A,2006-06-20,Olympiastadion,Ecuador,Germany,0,3
2006,Germany,575,Group A,2006-06-20,AWD-Arena,Costa Rica,Poland,1,2
2006,Germany,576,Group B,2006-06-10,Commerzbank-Arena,England,Paraguay,1,0
2006,Germany,577,Group B,2006-06-10,Signal Iduna Park,Trinidad and Tobago,Sweden,0,0
2006,Germany,578,Group B,2006-06-15,Frankenstadion,England,Trinidad and Tobago,2,0
2006,Germany,579,Group B,2006-06-15,Olympiastadion,Sweden,Paraguay,1,0
2006,Germany,580,Group B,2006-06-20,RheinEnergieStadion,Sweden,England,2,2
2006,Germany,581,Group B,2006-06-20,Fritz-Walter-Stadion,Paraguay,Trinidad and Tobago,2,0
2006,Germany,582,Group C,2006-06-10,AOL Arena,Argentina,Côte d'Ivoire,2,1
2006,Germany,583,Group C,2006-06-11,Zentralstadion,Serbia,Netherlands,0,1
2006,Germany,584,Group C,2006-06-16,Veltins-Arena,Argentina,Serbia,6,0
2006,Germany,585,Group C,2006-06-16,Gottlieb-Daimler-Stadion,Netherlands,Côte d'Ivoire,2,1
2006,Germany,586,Group C,2006-06-21,Commerzbank-Arena,Netherlands,Argentina,0,0
2006,Germany,587,Group C,2006-06-21,Allianz Arena,Côte d'Ivoire,Serbia,3,2
2006,Germany,588,Group D,2006-06-11,Frankenstadion,Mexico,Iran,3,1
2006,Germany,589,Group D,2006-06-11,RheinEnergieStadion,Angola,Portugal,0,1
2006,Germany,590,Group D,2006-06-16,AWD-Arena,Mexico,Angola,0,0
2006,Germany,591,Group D,2006-06-17,Commerzbank-Arena,Portugal,Iran,2,0
2006,Germany,592,Group D,2006-06-21,Veltins-Arena,Portugal,Mexico,2,1
2006,Germany,593,Group D,2006-06-21,Zentralstadion,Iran,Angola,1,1
2006,Germany,594,Group E,2006-06-12,AWD-Arena,Italy,Ghana,2,0
2006,Germany,595,Group E,2006-06-12,Veltins-Arena,United States,Czech Republic,0,3
2006,Germany,596,Group E,2006-06-17,Fritz-Walter-Stadion,Italy,United States,1,1
2006,Germany,597,Group E,2006-06-17,RheinEnergieStadion,Czech Republic,Ghana,0,2
2006,Germany,598,Group E,2006-06-22,AOL Arena,Czech Republic,Italy,0,2
2006,Germany,599,Group E,2006-06-22,Frankenstadion,Ghana,United States,2,1
2006,Germany,600,Group F,2006-06-13,Olympiastadion,Brazil,Croatia,1,0
2006,Germany,601,Group F,2006-06-12,Fritz-Walter-Stadion,Australia,Japan,3,1
2006,Germany,602,Group F,2006-06-18,Allianz Arena,Brazil,Australia,2,0
2006,Germany,603,Group F,2006-06-18,Frankenstadion,Japan,Croatia,0,0
2006,Germany,604,Group F,2006-06-22,Signal Iduna Park,Japan,Brazil,1,4
2006,Germany,605,Group F,2006-06-22,Gottlieb-Daimler-Stadion,Croatia,Australia,2,2
2006,Germany,606,Group G,2006-06-13,Gottlieb-Daimler-Stadion,France,Switzerland,0,0
2006,Germany,607,Group G,2006-06-13,Commerzbank-Arena,South Korea,Togo,2,1
2006,Germany,608,Group G,2006-06-18,Zentralstadion,France,South Korea,1,1
2006,Germany,609,Group G,2006-06-19,Signal Iduna Park,Togo,Switzerland,0,2
2006,Germany,610,Group G,2006-06-23,RheinEnergieStadion,Togo,France,0,2
2006,Germany,611,Group G,2006-06-23,AWD-Arena,Switzerland,South Korea,2,0
2006,Germany,612,Group H,2006-06-14,Zentralstadion,Spain,Ukraine,4,0
2006,Germany,613,Group H,2006-06-14,Allianz Arena,Tunisia,Saudi Arabia,2,2
2006,Germany,614,Group H,2006-06-19,Gottlieb-Daimler-Stadion,Spain,Tunisia,3,1
2006,Germany,615,Group H,2006-06-19,AOL Arena,Saudi Arabia,Ukraine,0,4
2006,Germany,616,Group H,2006-06-23,Fritz-Walter-Stadion,Saudi Arabia,Spain,0,1
2006,Germany,617,Group H,2006-06-23,Olympiastadion,Ukraine,Tunisia,1,0
2006,Germany,618,Round of 16,2006-06-24,Allianz Arena,Germany,Sweden,2,0
2006,Germany,619,Round of 16,2006-06-24,Zentralstadion,Argentina,Mexico,2,1
2006,Germany,620,Round of 16,2006-06-25,Gottlieb-Daimler-Stadion,England,Ecuador,1,0
2006,Germany,621,Round of 16,2006-06-25,Frankenstadion,Portugal,Netherlands,1,0
2006,Germany,622,Round of 16,2006-06-26,Fritz-Walter-Stadion,Italy,Australia,1,0
2006,Germany,623,Round of 16,2006-06-26,RheinEnergieStadion,Switzerland,Ukraine,0,3
2006,Germany,624,Round of 16,2006-06-27,Signal Iduna Park,Brazil,Ghana,3,0
2006,Germany,625,Round of 16,2006-06-27,AWD-Arena,Spain,France,1,3
2006,Germany,626,Quarter-finals,2006-06-30,Olympiastadion,Germany,Argentina,4,2
2006,Germany,627,Quarter-finals,2006-06-30,AOL Arena,Italy,Ukraine,3,0
2006,Germany,628,Quarter-finals,2006-07-01,Veltins-Arena,England,Portugal,1,3
2006,Germany,629,Quarter-finals,2006-07-01,Commerzbank-Arena,Brazil,France,0,1
2006,Germany,630,Semi-finals,2006-07-04,Signal Iduna Park,Germany,Italy,0,2
2006,Germany,631,Semi-finals,2006-07-05,Allianz Arena,Portugal,France,0,1
2006,Germany,632,Match for third place,2006-07-08,Gottlieb-Daimler-Stadion,Germany,Portugal,3,1
2006,Germany,633,Final,2006-07-09,Olympiastadion,Italy,France,5,3
2010,South Africa,634,Group A,2010-06-11,Soccer City,South Africa,Mexico,1,1
2010,South Africa,635,Group A,2010-06-11,Cape Town Stadium,Uruguay,France,0,0
2010,South Africa,636,Group A,2010-06-16,Loftus Versfeld Stadium,South Africa,Uruguay,0,3
2010,South Africa,637,Group A,2010-06-17,Peter Mokaba Stadium,France,Mexico,0,2
2010,South Africa,638,Group A,2010-06-22,Royal Bafokeng Stadium,Mexico,Uruguay,0,1
2010,South Africa,639,Group A,2010-06-22,Free State Stadium,France,South Africa,1,2
2010,South Africa,640,Group B,2010-06-12,Nelson Mandela Bay Stadium,South Korea,Greece,2,0
2010,South Africa,641,Group B,2010-06-12,Ellis Park Stadium,Argentina,Nigeria,1,0
2010,South Africa,642,Group B,2010-06-17,Soccer City,Argentina,South Korea,4,1
2010,South Africa,643,Group B,2010-06-17,Free State Stadium,Greece,Nigeria,2,1
2010,South Africa,644,Group B,2010-06-22,Moses Mabhida Stadium,Nigeria,South Korea,2,2
2010,South Africa,645,Group B,2010-06-22,Peter Mokaba Stadium,Greece,Argentina,0,2
2010,South Africa,646,Group C,2010-06-12,Royal Bafokeng Stadium,England,United States,1,1
2010,South Africa,647,Group C,2010-06-13,Peter Mokaba Stadium,Algeria,Slovenia,0,1
2010,South Africa,648,Group C,2010-06-18,Ellis Park Stadium,Slovenia,United States,2,2
2010,South Africa,649,Group C,2010-06-18,Cape Town Stadium,England,Algeria,0,0
2010,South Africa,650,Group C,2010-06-23,Loftus Versfeld Stadium,United States,Algeria,1,0
2010,South Africa,651,Group C,2010-06-23,Nelson Mandela Bay Stadium,Slovenia,England,0,1
2010,South Africa,652,Group D,2010-06-13,Loftus Versfeld Stadium,Serbia,Ghana,0,1
2010,South Africa,653,Group D,2010-06-13,Moses Mabhida Stadium,Germany,Australia,4,0
2010,South Africa,654,Group D,2010-06-18,Nelson Mandela Bay Stadium,Germany,Serbia,0,1
